equipo_id,linea_produccion,voltaje_v,corriente_a,potencia_kw,energia_kwh,horas_activas,temperatura_c,factor_potencia,eficiencia_porcentual,fallas_detectadas,costo_energia_usd,fecha_registro
EQ_049,Línea A,228.69,0.37,0.08,0.75,5.7,47.08,0.971002429663831,80.57,0,0.08,2024-03-20
EQ_014,Línea A,225.22,13.96,3.02,14.56,8.16,34.31,1.0,95.5,3,2.13,2024-10-25
EQ_026,Línea C,202.27,10.24,1.79,7.33,7.8,62.28,1.0,80.23,1,0.83,2024-11-05
EQ_045,Línea A,232.53,13.87,3.07,15.71,6.07,35.14,0.8622232643058563,69.43,2,2.09,2024-07-20
EQ_027,Línea B,202.03,11.27,1.89,18.38,10.55,42.73,0.8394648291946252,74.59,1,2.33,2024-08-12
EQ_009,Línea D,235.44,11.87,2.6,30.63,11.2,54.57,0.9363426203349258,75.1,1,3.28,2024-06-07
EQ_026,Línea B,230.32,8.62,1.84,21.83,10.26,26.2,0.852294115922119,82.89,1,2.82,2024-07-22
EQ_047,Línea A,226.29,7.21,1.31,10.42,5.56,59.4,0.8236765339902462,86.73,2,1.35,2024-05-16
EQ_022,Línea C,214.35,9.12,1.87,20.49,4.69,33.49,0.9358121428930793,85.43,2,2.57,2024-03-13
EQ_047,Línea D,228.64,5.87,1.32,13.06,8.84,40.45,0.9483522662742617,88.69,2,1.25,2024-02-17
EQ_030,Línea A,236.15,9.3,1.87,14.98,4.46,47.89,1.0,82.98,2,2.24,2024-01-18
EQ_043,Línea A,228.89,0.12,0.03,0.26,9.38,44.58,0.9584215534995212,83.26,1,0.03,2024-09-23
EQ_048,Línea C,209.95,8.13,1.39,7.09,8.24,52.89,1.0,99.01,1,0.91,2024-12-05
EQ_017,Línea C,224.01,12.03,2.48,28.52,9.3,28.99,0.9377777092667989,94.64,2,4.08,2024-01-19
EQ_026,Línea B,236.98,8.28,1.76,12.0,8.72,52.27,0.8631864880660322,88.27,1,1.38,2024-04-09
EQ_036,Línea D,252.99,13.18,3.03,22.93,7.38,53.07,0.9611093528085812,92.33,0,3.13,2024-04-25
EQ_001,Línea D,216.92,7.21,1.54,14.43,5.61,55.29,0.9867156549759911,69.59,1,2.14,2024-12-11
EQ_008,Línea C,232.87,11.01,2.5,16.68,6.45,29.1,0.9395542198955786,78.42,0,1.86,2024-03-14
EQ_049,Línea B,237.02,5.37,1.22,7.36,8.2,30.31,0.992527523267787,81.54,0,0.84,2024-10-06
EQ_035,Línea D,207.81,10.89,1.93,17.46,9.21,41.58,0.9138374643481911,78.51,2,2.52,2024-09-25
EQ_015,Línea C,246.73,8.7,2.11,8.86,10.24,31.39,0.9472949558557663,72.63,0,0.88,2024-05-04
EQ_047,Línea A,204.02,7.34,1.23,12.01,10.14,26.96,0.9112833959329065,88.36,3,1.1,2024-04-25
EQ_022,Línea D,232.13,0.28,0.06,0.49,11.78,41.15,1.0,96.09,2,0.07,2024-06-22
EQ_014,Línea B,224.58,7.24,1.41,12.47,6.29,47.34,0.9620630343163606,84.9,3,1.74,2024-06-29
EQ_026,Línea B,220.83,8.64,1.55,14.04,4.57,72.99,0.8641647434574397,90.19,0,2.08,2024-08-13
EQ_028,Línea B,258.2,10.49,2.53,20.79,6.77,50.49,1.0,84.66,2,1.94,2024-06-05
EQ_023,Línea A,215.48,12.68,2.31,20.01,9.95,62.52,0.8833410120821307,81.47,1,1.99,2024-06-12
EQ_014,Línea D,215.24,14.11,2.58,24.43,7.5,44.56,0.920684797978327,92.35,1,2.35,2024-03-11
EQ_024,Línea D,239.97,11.74,2.43,24.36,10.54,50.6,0.943415039791283,73.57,2,3.19,2024-08-09
EQ_002,Línea A,231.43,6.31,1.19,11.69,8.39,43.54,0.9474995987421827,70.09,3,1.48,2024-05-05
EQ_045,Línea D,239.23,7.09,1.42,15.56,11.44,71.83,0.94418611117442,73.46,0,1.74,2024-05-24
EQ_026,Línea A,221.75,10.22,1.82,10.04,11.58,38.14,0.8633477247330273,91.83,2,0.94,2024-06-24
EQ_014,Línea A,224.75,9.56,1.91,13.77,4.55,39.5,0.9443517317581056,85.7,1,1.77,2024-05-31
EQ_007,Línea A,248.51,12.89,2.62,30.35,7.65,52.97,0.9750322968567852,88.01,2,3.77,2024-06-30
EQ_003,Línea B,207.46,15.44,3.0,21.52,8.88,47.07,0.973593201499708,98.42,0,2.08,2024-12-12
EQ_047,Línea D,218.46,14.8,2.74,13.7,6.05,40.76,0.8549093703273982,75.69,1,1.98,2024-03-25
EQ_023,Línea A,231.97,12.48,2.86,23.46,7.26,54.6,0.8872173559259486,94.63,2,2.39,2024-12-29
EQ_046,Línea D,217.06,9.58,2.03,9.9,9.42,44.59,0.867773917689956,81.83,0,1.33,2024-04-30
EQ_043,Línea B,211.45,12.05,2.19,12.31,5.81,44.52,0.9369906496000225,80.61,1,1.76,2024-05-08
EQ_047,Línea A,229.28,12.98,2.85,34.16,8.82,47.31,0.842417610877622,85.65,1,4.26,2024-01-06
EQ_045,Línea C,240.04,7.56,1.74,14.5,9.58,27.66,0.8638628613859266,86.9,3,1.52,2024-11-29
EQ_018,Línea B,217.89,6.4,1.39,8.72,4.72,29.07,0.8867432505174385,83.32,1,0.95,2024-07-01
EQ_038,Línea C,217.47,5.7,1.14,13.63,7.98,55.87,0.830160494388464,89.88,2,1.95,2024-02-07
EQ_035,Línea D,210.28,5.37,0.92,10.79,6.1,38.23,0.9186100448070452,85.68,1,1.16,2024-04-25
EQ_015,Línea D,215.56,3.85,0.77,5.79,9.8,43.67,0.8146752380495953,83.41,0,0.78,2024-04-11
EQ_025,Línea B,236.25,8.75,1.91,11.62,5.52,61.12,0.9442672384771766,81.67,1,1.74,2024-01-08
EQ_037,Línea D,221.22,5.0,1.03,11.03,11.14,44.12,0.9001489180665564,86.91,1,1.65,2024-08-05
EQ_028,Línea C,207.93,5.65,1.01,9.82,7.45,42.9,0.8888008396381779,74.15,0,1.2,2024-07-25
EQ_010,Línea A,223.94,10.1,2.2,20.89,5.58,53.96,0.8969625689215371,76.4,0,2.92,2024-03-18
EQ_039,Línea A,235.77,8.54,2.0,22.29,7.5,39.02,0.916980695385231,82.06,2,3.33,2024-02-24
EQ_017,Línea A,211.57,9.29,1.66,15.8,7.27,57.03,0.9496433091371559,89.36,0,1.78,2024-10-30
EQ_039,Línea B,200.07,12.1,1.98,12.42,7.43,53.76,0.9858548636798559,100.0,2,1.31,2024-08-15
EQ_022,Línea D,252.86,10.59,2.25,21.49,8.68,63.3,0.9706952907607478,83.73,1,2.08,2024-03-28
EQ_026,Línea C,199.32,12.56,2.41,15.54,8.17,38.1,1.0,70.81,1,1.53,2024-01-10
EQ_044,Línea D,214.61,8.24,1.65,16.62,5.2,58.67,0.9537648604688725,78.68,0,2.35,2024-11-03
EQ_025,Línea D,223.48,12.84,2.66,23.83,4.52,50.54,0.9270157551186967,90.27,2,2.99,2024-10-16
EQ_017,Línea D,215.91,9.08,1.73,7.99,9.84,31.75,0.8971484090334186,77.24,2,1.14,2024-06-12
EQ_013,Línea A,218.88,8.51,1.71,13.86,8.48,19.04,0.8988100521528735,74.55,2,1.9,2024-08-26
EQ_020,Línea C,228.65,12.38,2.44,16.46,6.87,37.02,0.9469519013282961,90.23,1,2.15,2024-11-12
EQ_025,Línea C,184.12,5.38,0.89,5.9,10.47,47.92,0.8700277929110898,88.72,1,0.75,2024-05-23
EQ_004,Línea D,201.0,14.07,2.71,23.9,7.1,49.37,0.9314488069595969,73.22,3,2.22,2024-11-30
EQ_010,Línea A,220.66,7.15,1.57,10.33,10.37,44.41,0.9190567552098058,77.84,0,1.47,2024-01-18
EQ_003,Línea A,213.94,4.35,0.92,9.4,6.45,44.5,0.8835951471748856,94.96,0,1.08,2024-03-11
EQ_041,Línea C,221.94,9.96,2.18,9.95,4.58,43.74,0.8674404853516909,91.82,3,1.23,2024-06-23
EQ_045,Línea A,223.41,6.87,1.35,12.53,11.46,55.31,1.0,75.42,3,1.14,2024-12-07
EQ_018,Línea A,188.26,14.08,2.37,24.82,7.16,30.64,0.8501714416890855,69.09,2,3.63,2024-10-14
EQ_047,Línea A,239.1,6.7,1.51,14.17,10.34,47.68,0.9166120717826692,87.15,1,2.04,2024-10-25
EQ_036,Línea B,212.53,8.94,1.87,14.92,6.23,36.77,0.9811291904078604,82.63,0,1.83,2024-12-04
EQ_047,Línea D,207.02,3.72,0.64,7.43,9.17,35.93,0.946452843246414,86.45,1,0.93,2024-09-04
EQ_022,Línea C,223.13,10.44,2.01,12.86,10.99,56.76,0.896323222202217,90.08,0,1.7,2024-07-11
EQ_034,Línea C,221.61,5.67,1.04,4.32,4.33,35.17,0.8603926432227331,77.35,0,0.46,2024-11-20
EQ_047,Línea B,237.95,10.08,2.21,16.48,10.65,43.6,0.9264893221629763,81.54,1,1.7,2024-11-01
EQ_008,Línea D,224.08,6.71,1.29,5.5,8.57,64.58,0.788024237543256,77.81,0,0.72,2024-09-24
EQ_040,Línea C,237.37,1.86,0.38,4.42,8.86,53.38,0.9284933530197935,78.09,0,0.43,2024-07-22
EQ_049,Línea A,205.93,8.39,1.41,8.01,8.19,40.45,0.9217413293447271,89.52,0,0.94,2024-12-06
EQ_044,Línea C,222.13,8.26,1.6,16.5,11.0,41.28,0.97350609642633,86.15,0,1.97,2024-05-02
EQ_019,Línea A,203.28,10.64,2.1,21.41,4.35,32.73,0.8628330128457784,72.5,1,2.42,2024-02-27
EQ_042,Línea B,221.47,12.67,2.38,13.67,6.09,58.01,0.9038264300076967,90.8,3,1.38,2024-12-04
EQ_041,Línea A,218.29,13.74,2.82,25.29,11.01,55.11,0.9418450823418759,82.2,0,2.82,2024-07-19
EQ_037,Línea C,217.64,10.59,2.13,9.34,10.02,51.87,0.9302783879351781,91.17,0,1.03,2024-04-21
EQ_006,Línea C,217.77,8.84,1.87,14.71,4.14,52.97,0.852867675154479,76.88,0,1.76,2024-05-07
EQ_026,Línea C,231.05,3.72,0.71,2.92,8.14,37.25,0.8876249134808059,77.59,1,0.38,2024-02-05
EQ_034,Línea B,195.89,8.61,1.68,19.1,8.24,29.52,0.9899955780115697,87.01,0,2.83,2024-08-21
EQ_045,Línea B,206.5,8.64,1.64,19.37,7.21,50.61,0.9329663192645559,76.23,2,1.91,2024-11-05
EQ_006,Línea D,219.39,7.4,1.62,9.36,6.38,53.89,0.8367941926011385,82.8,0,1.33,2024-02-16
EQ_037,Línea C,202.32,9.9,1.97,11.16,9.45,61.07,0.9641616073338669,75.32,0,1.19,2024-04-24
